earnings,gender,age,region,education
19.23077011,male,38,Northeast,16
9.615385056,male,24,Northeast,12
7.211538315,female,36,Northeast,9
4.807692528,male,23,Northeast,6
17.98077011,female,29,Northeast,18
18.26922989,female,44,Northeast,18
28.84615326,male,44,Northeast,18
27.47252655,male,60,Northeast,16
17.78846169,female,45,Northeast,16
16.48351669,male,50,Northeast,12
30.28846169,male,34,Northeast,19
32.90598297,male,44,Northeast,14
12.82051277,female,44,Northeast,13
34.61538315,male,33,Midwest,18
18.26922989,male,52,Northeast,18
32.05128098,male,38,Northeast,13
10.09615421,female,46,Northeast,12
12,female,38,Northeast,13
20.16129112,male,40,Northeast,12
36.05769348,male,29,Northeast,13
33.78378296,female,29,Northeast,18
36.05769348,female,34,Northeast,18
10.1214571,female,61,Northeast,11
13.73626328,female,61,Northeast,13
36.05769348,female,34,Northeast,16
8.75,female,35,Northeast,12
29.80769157,male,29,Northeast,13
11.53846169,female,25,Northeast,12
13.15789509,male,61,Northeast,9
27.06044006,female,45,Northeast,13
19.23077011,male,42,Northeast,13
23.07692337,male,45,Northeast,14
17.09401703,male,56,Northeast,12
24.03846169,male,40,South,13
23.07692337,female,39,South,16
36.15384674,male,46,South,12
13.35470104,female,24,South,13
12.63736248,female,46,South,10
10.46153831,male,32,South,12
23.35164833,male,46,Northeast,14
12.63736248,female,30,South,13
20.19230843,female,42,South,12
8.653845787,male,21,South,12
11.83431911,female,40,South,13
25,female,48,South,18
21.3792305,female,62,South,18
25,male,35,South,12
11.70568562,female,31,South,13
12.5,male,37,South,6
6.730769157,female,35,South,12
25,male,61,South,12
19.23077011,male,29,South,16
24.03846169,female,27,South,12
21.15384674,female,58,South,13
21.15384674,male,53,South,14
24.03846169,female,47,South,16
23.07692337,male,50,South,16
9.134614944,male,25,South,12
33.33333206,male,46,South,13
17,female,41,South,13
6.363636494,male,31,South,12
37.17948532,male,34,South,16
25.72115326,female,42,South,14
13.46153831,male,43,South,16
35.09615326,male,52,South,12
35.09615326,female,48,South,14
27.27272797,male,59,South,18
17.09401703,male,54,South,13
14.42307663,female,41,South,14
21.36752129,male,51,South,14
12.82051277,female,49,South,16
8.241758347,female,26,South,13
14.42307663,male,58,Midwest,11
9.555555344,male,26,Midwest,16
11.53846169,female,25,Midwest,16
14.42307663,male,35,Midwest,14
28.84615326,male,39,Midwest,12
16.02564049,female,45,Midwest,16
11.83760643,female,48,Midwest,12
24.51922989,female,52,Midwest,14
46.15384674,male,46,Midwest,19
13.46153831,female,57,Midwest,16
20.67307663,male,50,Midwest,13
19.23077011,female,47,Midwest,13
31.25,female,48,Midwest,18
28.98601341,male,47,Midwest,13
13.07692337,female,49,Midwest,16
14.10256386,male,62,Midwest,12
12.92500019,female,53,Midwest,16
6.971153736,male,24,South,10
3.846153736,female,22,Midwest,11
12.98076916,female,25,West,16
47.00854874,male,38,Midwest,19
13.94230747,female,47,Midwest,12
26.39517403,male,59,Midwest,13
14.88095284,male,43,Midwest,13
12.98076916,female,50,Midwest,12
30.28846169,female,57,Midwest,16
22.59615326,female,47,Midwest,16
7.982583523,male,31,Midwest,16
25.19230843,male,58,Midwest,16
23.84615326,male,57,Midwest,20
25,female,55,Midwest,18
23.07692337,male,54,Midwest,14
24.51922989,female,51,Midwest,12
15.6240387,female,61,Midwest,18
21.47435951,male,49,Midwest,16
12.01923084,female,41,Midwest,12
13.22115421,female,41,Midwest,12
14.84375,male,41,Midwest,13
3.615384579,female,42,Midwest,13
38.46154022,female,38,Midwest,14
21.15384674,male,33,Midwest,19
35.57692337,female,34,Midwest,18
9.214743614,male,27,Midwest,14
7.692307472,male,51,Midwest,12
12.82051277,female,47,Midwest,11
9.134614944,female,30,Midwest,12
5.769230843,male,34,Midwest,13
8,male,48,Midwest,12
8.791209221,male,34,Midwest,8
12.98076916,female,33,Midwest,12
19.04761887,female,36,Midwest,16
9.134614944,male,57,Midwest,8
16.66666603,male,29,Midwest,12
9.615385056,male,24,Midwest,12
35.09615326,male,29,Midwest,12
7.692307472,female,21,Midwest,11
12.5,female,59,Midwest,13
14.42307663,male,28,Midwest,12
8.653845787,female,52,Midwest,12
29.80769157,male,25,Midwest,16
20.52548027,female,49,Midwest,12
13.94230747,female,24,Midwest,14
36.05769348,male,38,Midwest,20
28.84615326,male,39,Midwest,16
7.211538315,female,34,Midwest,16
12.01923084,female,53,Midwest,12
34.23077011,female,46,Midwest,12
16.82692337,male,50,Midwest,12
28.84615326,male,36,Midwest,18
13.77550983,male,40,Midwest,12
9.615385056,female,35,Midwest,12
21.875,male,56,Midwest,12
11.92307663,female,26,Midwest,18
43.26922989,male,64,Northeast,16
15,female,62,Northeast,14
16.82692337,female,40,Northeast,14
45.67307663,male,44,Northeast,16
22.35577011,male,36,Northeast,19
7.692307472,male,25,Northeast,12
6.410256386,male,25,Northeast,12
12.17067337,female,62,Northeast,12
33.65384674,female,38,Northeast,18
15.86538506,male,42,Northeast,12
40.38461685,male,40,Northeast,16
22.59615326,female,47,Northeast,12
27.77777863,male,49,Northeast,14
8.17307663,male,43,Northeast,12
13.78205109,female,31,Northeast,18
19.23077011,male,31,Northeast,13
10.2564106,male,58,Northeast,13
8.888889313,male,27,Northeast,12
14.42307663,male,33,Northeast,12
9.311740875,female,37,Northeast,11
20.28846169,male,57,Northeast,12
60.09615326,male,61,Northeast,13
33.65384674,male,57,Northeast,14
18.26922989,female,27,Northeast,16
12.82051277,female,25,Northeast,16
40.86538315,male,36,Northeast,16
40.76922989,male,49,Northeast,16
16.34615326,female,48,Northeast,12
17.62820435,male,45,Northeast,12
26.92307663,male,43,Northeast,12
38.46154022,female,45,Northeast,20
13.73626328,male,51,Northeast,12
24.18803406,male,37,Northeast,16
21.63461494,female,36,Northeast,18
23.58058548,male,43,Northeast,16
16.34615326,female,43,Northeast,16
16.23931694,male,60,Northeast,13
18.26922989,female,56,Northeast,12
8.653845787,female,27,Northeast,12
38.46154022,male,50,South,16
15.38461494,female,41,Northeast,16
37.54807663,female,53,Northeast,18
46.15384674,male,48,Northeast,13
12.30769253,female,25,Northeast,16
19.23077011,male,26,Northeast,12
24.03846169,male,62,Northeast,12
24.03846169,female,63,Northeast,9
10.75,female,38,Northeast,12
24.03846169,male,43,Northeast,12
27,male,54,Northeast,13
19.5,female,53,Northeast,14
13.70192337,female,37,Northeast,14
11.96581173,female,45,Northeast,16
11.1888113,male,47,Northeast,14
23.07692337,female,57,Northeast,16
21.10577011,male,50,Northeast,12
20.76922989,male,31,Northeast,12
19.23077011,female,47,Northeast,12
17.30769157,female,53,Northeast,13
15.38461494,female,54,Northeast,16
14.90384579,female,28,Northeast,16
30.44871712,male,33,Northeast,19
17.48251724,male,42,Northeast,18
19.23077011,male,41,Northeast,13
21.15384674,male,56,Northeast,13
52.88461685,female,54,Northeast,16
33.65384674,female,38,Northeast,16
33.65384674,male,36,Northeast,16
23.71794891,male,60,Northeast,18
38.46154022,male,44,Northeast,16
11.75,female,61,Northeast,12
22.22222137,female,43,Northeast,16
14.42307663,male,54,Northeast,12
19.23077011,male,46,Midwest,16
8.559440613,female,51,Northeast,16
14.15598297,male,56,Northeast,14
22.03525734,female,46,Northeast,20
31.25,male,58,Northeast,16
11.53846169,female,45,Northeast,12
17.30769157,female,50,Northeast,12
11.5,female,21,Northeast,12
9.615385056,female,22,Northeast,14
13.46153831,male,24,Northeast,12
14.42307663,male,43,Northeast,12
17.4020977,female,42,Northeast,14
25,male,50,West,12
18.71101952,female,49,Northeast,12
21.63461494,male,56,Northeast,12
12.98076916,male,37,Northeast,12
8.653845787,female,50,Northeast,12
18.22916603,male,54,Northeast,12
5.769230843,female,33,Northeast,12
10.88461494,female,21,Northeast,13
15.38461494,male,40,Northeast,12
5.769230843,male,38,Northeast,12
36.53845978,male,50,Northeast,16
11.85897446,male,41,Northeast,12
7.692307472,female,36,Northeast,12
17.70833397,female,49,Northeast,16
13.73626328,male,45,Northeast,12
12.01923084,female,41,Northeast,12
16.23931694,male,44,Northeast,12
7.211538315,female,23,Northeast,16
11.53846169,female,24,Northeast,16
18.49112511,male,45,Northeast,12
15.54828167,male,30,Northeast,16
13.73626328,female,30,Northeast,20
18.76172638,female,63,Northeast,18
9.615385056,male,45,Northeast,16
32.05128098,female,39,Northeast,13
20.67307663,male,38,Northeast,12
23.07692337,male,40,Northeast,12
10,male,42,Northeast,12
17.58241844,female,53,Northeast,14
18.22916603,male,54,Northeast,12
12.01923084,female,54,Northeast,12
19.23077011,male,55,Northeast,14
20,female,58,Northeast,18
14.90384579,male,60,Northeast,12
19.23077011,male,30,Northeast,13
45.67307663,male,38,Northeast,18
28.84615326,female,38,Northeast,18
20.35256386,male,62,Northeast,18
16.82692337,male,46,Northeast,12
33.65384674,female,43,Northeast,13
6.949999809,female,57,Northeast,8
30,male,34,Northeast,14
7.692307472,male,33,Northeast,8
8.17307663,male,30,Northeast,12
48.07692337,female,51,Northeast,18
22.22222137,male,46,Northeast,18
28.5714283,female,41,Northeast,16
13.46153831,male,37,Northeast,12
9.95192337,female,35,Northeast,12
14.42307663,male,37,Northeast,12
20.83333397,male,26,Northeast,16
15.625,male,25,Northeast,16
16.27219009,male,25,Northeast,14
25.64102554,male,41,Northeast,12
21.36752129,male,41,Northeast,18
30.76922989,female,38,Northeast,16
19.23077011,male,54,Northeast,12
6.724999905,female,56,Northeast,9
11.05769253,female,45,Northeast,12
10.48951054,male,39,Northeast,16
16.82692337,female,54,Northeast,13
33.65384674,male,34,Northeast,16
15.86538506,male,27,Northeast,16
13.46153831,male,61,Northeast,12
10.41730785,female,36,Northeast,12
13.86404324,female,43,Northeast,16
13.94230747,female,43,Northeast,13
13.94230747,female,27,Northeast,12
21.15384674,female,48,Northeast,16
39.42307663,male,51,Northeast,14
19.71153831,female,35,Northeast,13
29.9145298,female,63,South,13
15.38461494,male,34,Northeast,16
43.70629501,male,58,Northeast,20
24.03846169,male,45,Northeast,13
9.615385056,female,43,Northeast,12
7.355769157,female,59,Northeast,20
29.9145298,female,59,Northeast,13
8.75,female,38,Northeast,9
9.230769157,female,30,South,13
12.5,male,57,South,12
14.42307663,female,43,South,12
25.48077011,female,45,South,13
12.01923084,female,61,South,12
12.01923084,male,54,South,12
15.86538506,male,32,South,12
10.1315794,female,25,South,13
12.98076916,male,50,South,13
22.22222137,female,49,South,14
9.134614944,female,24,South,12
21.63461494,male,36,South,12
13.46153831,female,44,South,13
21.63461494,male,46,Northeast,16
23.07692337,male,38,South,16
13.99038506,female,36,South,13
9.384614944,male,22,South,9
20.09803963,female,28,South,16
20.19230843,female,62,South,12
17.09401703,male,52,South,13
21.97802162,male,59,South,16
16.10577011,female,37,South,16
9.8039217,male,33,South,12
9.8039217,male,29,South,12
8.653845787,male,40,South,12
19.23077011,female,28,South,14
24.03846169,male,29,South,16
12.01923084,male,34,South,12
14.42355728,female,30,South,13
22.59615326,female,55,South,16
9.271978378,female,43,South,12
14.90384579,male,26,South,9
10.47008514,male,33,South,12
18.26922989,male,29,South,12
8.461538315,male,54,South,8
5,female,28,South,12
8.846154213,female,51,South,12
26.44230843,male,43,South,12
44.80769348,male,46,South,13
17.78846169,male,21,South,12
24.03846169,male,27,South,18
9.134614944,female,42,South,16
16.82692337,female,58,South,13
21.15384674,male,26,West,18
21.41682625,female,36,South,16
15.94615364,male,32,South,13
20.67307663,male,34,South,12
20.38461494,male,41,Northeast,18
14.42307663,female,54,Northeast,13
8.653845787,male,54,Northeast,13
14.42307663,male,22,Northeast,12
15.38461494,female,21,Northeast,12
12.54807663,male,22,Northeast,12
11.29807663,male,51,Northeast,12
19.23077011,female,57,Northeast,12
14.30000019,male,23,Northeast,14
12.01923084,male,31,West,16
16.82692337,female,30,West,18
20.91346169,male,51,Northeast,16
10,female,44,Northeast,11
19.23077011,male,46,Northeast,12
33.65384674,male,35,Northeast,12
13.46153831,male,45,Northeast,12
6.25,female,40,Northeast,14
11.83431911,male,40,Northeast,16
32.69230652,male,30,Northeast,16
18.49112511,male,40,Northeast,18
20.76922989,female,57,Northeast,18
18.33333397,male,61,Northeast,16
2.381656885,male,54,Northeast,16
10.11618614,male,52,Northeast,13
13.11188793,male,25,Northeast,12
9.615385056,male,22,Northeast,12
8.653845787,female,22,Northeast,13
18.34759521,male,54,Northeast,13
26.92307663,female,54,Northeast,18
33.46154022,male,50,Northeast,12
14.42307663,male,57,Northeast,14
13.66396809,female,59,Northeast,14
36.05769348,male,30,Northeast,13
13,female,29,Northeast,13
21.63461494,male,45,Northeast,16
16.82692337,male,45,Northeast,12
15.38461494,male,25,Northeast,13
12.98076916,female,25,Northeast,13
14.90384579,female,51,Northeast,12
12.5,male,29,Northeast,14
32.21154022,female,35,Northeast,16
36.36363602,male,52,Northeast,18
12.5,female,25,South,16
24.51922989,female,63,Northeast,13
12.07513428,male,58,Northeast,13
10.57692337,female,55,Northeast,12
12.01923084,male,22,Northeast,14
20.19230843,female,55,South,16
12.01923084,male,33,South,13
6.490384579,male,35,South,12
13.67521381,female,30,South,12
18.35664368,male,36,South,12
13.46153831,male,34,South,16
20.19230843,female,34,South,12
37.01922989,male,34,Northeast,16
15.09739494,male,58,South,18
9.878365517,female,57,South,16
38.46154022,male,42,South,19
30.91346169,female,57,South,12
27.97202873,male,54,South,13
27.47252655,male,50,South,12
28.84615326,female,50,South,12
43.26922989,male,36,South,18
19.23077011,male,26,South,13
48.07692337,male,27,South,16
21.63461494,female,42,South,12
23.50427437,male,51,South,13
30.76922989,male,41,South,12
30.76922989,male,41,South,16
21.15384674,male,34,South,13
29.24679565,male,54,South,14
8.653845787,male,43,South,9
16.02564049,male,36,South,13
16.82692337,female,56,South,8
21.63461494,male,63,South,12
8.17307663,male,30,South,12
6.677350521,female,45,South,13
9.401709557,female,50,South,18
33.65384674,female,60,South,16
38.46154022,male,62,South,16
12.82051277,male,40,South,11
18,female,37,South,14
20,male,37,South,13
42.73504257,male,27,Northeast,16
24.03846169,male,58,South,12
26.44230843,female,53,South,13
33.17307663,male,51,South,13
30.19230843,male,40,South,18
25,male,42,South,12
29.80769157,female,27,South,12
14.42307663,female,52,South,12
11.53846169,male,35,South,13
8.241758347,female,31,South,13
19.23077011,male,42,South,13
19.23077011,female,47,South,13
13.31360912,male,44,South,13
12.01923084,male,32,South,9
8.316008568,female,23,South,11
10.98901081,male,30,South,12
8.653845787,female,41,South,12
16.00048065,male,48,South,13
30.36437225,female,54,South,18
7.307692528,female,40,South,12
14.9572649,female,39,South,14
7.692307472,female,31,South,12
11.53846169,male,28,South,16
23.31730843,male,57,South,16
11.77884579,male,34,South,14
6.578947544,male,46,South,12
15.93406582,male,47,South,13
16.34615326,female,37,South,12
7.692307472,female,48,South,12
9.615385056,male,48,South,12
13.07692337,female,37,South,16
14.42307663,female,54,South,12
14.90384579,female,35,South,14
11.53846169,male,41,South,13
24.03846169,male,39,South,13
14.90384579,female,53,South,12
37.95546722,female,38,South,16
29.72027969,male,43,South,16
9.401709557,female,48,South,12
19.23077011,male,52,South,14
9.134614944,female,45,South,12
9.729729652,female,58,South,13
9.134614944,female,52,South,14
12.82051277,male,41,South,16
29.4871788,male,51,South,13
15.30612278,male,51,South,13
7.142857075,female,52,South,12
12.98076916,male,42,South,12
15.86538506,male,47,South,13
11.34615421,female,46,South,12
20.83333397,male,54,South,12
16.02564049,male,40,South,12
16.82692337,female,54,South,13
3.846153736,male,63,South,12
15.38461494,female,45,South,12
4.807692528,female,23,South,14
9.615385056,male,24,South,13
23.55769157,male,52,South,13
12.01923084,male,43,South,13
16.34615326,female,56,South,12
8.316008568,female,57,South,12
9.071117401,male,34,South,12
16.82692337,female,59,South,8
12.30769253,male,26,Northeast,13
28.11538506,male,46,South,13
10.81730747,male,44,South,12
25,female,56,South,16
5.288461685,female,53,West,13
21.63461494,male,42,West,12
24.03846169,male,43,West,14
14.56528378,male,39,West,14
16.02564049,male,49,West,12
14.90384579,female,38,West,13
13.46153831,female,48,West,16
32.69230652,male,49,West,16
34.72222137,female,53,West,19
26.92307663,male,51,West,18
14.375,female,37,West,12
18.26922989,male,36,West,12
23.55769157,female,44,West,13
19.23077011,male,44,West,13
14.42307663,male,36,West,14
15.59251595,female,34,West,13
48.07692337,male,61,South,12
20.19230843,female,42,South,12
7.62857151,male,55,South,12
22.22222137,male,43,South,12
12.5,female,37,South,12
21.63461494,female,45,South,14
19.23077011,male,54,South,12
17.13286781,male,38,South,12
6.25,female,43,South,12
9.401709557,male,22,South,12
24.03846169,male,33,South,13
30,female,40,West,16
31.77257538,male,33,West,14
26.09890175,female,34,West,14
40.46442413,male,44,West,16
11.53846169,female,56,West,13
17.30769157,male,35,West,12
42.78845978,female,51,West,12
7.211538315,female,23,West,14
6.730769157,male,49,West,8
7.692307472,female,40,West,8
7.692307472,male,45,West,12
6.730769157,female,22,West,12
47.91666794,male,61,West,13
20.19230843,female,50,West,13
19.23077011,female,59,West,14
18.75,female,43,West,16
12.01923084,male,40,West,13
22.43589783,female,47,West,19
4.807692528,male,50,West,8
18.18181801,male,64,West,13
34.61538315,male,59,West,16
8.653845787,male,40,West,12
9.567307472,female,42,West,12
14.42307663,male,60,West,16
23.07692337,female,24,Northeast,16
20.60439491,female,36,West,12
20.76922989,male,56,West,18
16.82692337,female,57,West,13
23.93162346,male,37,West,14
39.23077011,male,42,West,16
15.38461494,male,32,West,14
35.33654022,male,60,West,16
29.4871788,male,33,South,19
31.25,male,57,West,12
15,female,45,West,13
38.46154022,female,50,West,12
13.84615421,male,44,West,12
23.07692337,female,45,West,16
27.40384674,male,40,West,12
19.23077011,female,42,West,12
18.58974266,female,54,West,18
9.615385056,female,47,West,12
23.07692337,male,61,West,12
33.65384674,male,39,Northeast,16
26.92307663,female,40,Northeast,16
6.730769157,male,34,Northeast,12
35.57692337,male,42,Northeast,13
14.84615421,male,48,Northeast,13
23.07692337,female,38,Northeast,12
31.88259125,male,50,South,16
19.7368412,female,49,South,18
42.30769348,female,58,South,18
51.62393188,male,62,South,16
3.846153736,female,62,South,16
37.5,male,36,South,13
17.06730843,female,47,South,13
29.4871788,male,54,South,14
22.43589783,female,25,Midwest,16
22.11538506,male,49,South,14
35.04273605,male,43,South,16
19.23077011,female,32,South,16
30.76922989,male,42,South,12
16.82692337,female,59,South,13
21.15384674,male,30,Northeast,19
12.01923084,male,45,South,12
33.17307663,female,63,South,12
20.19230843,female,41,South,18
12.98076916,female,56,South,20
22.43589783,male,54,South,20
14.42307663,male,48,South,12
5.769230843,female,57,South,12
4.807692528,female,33,South,12
33.11965942,male,35,South,12
8,male,48,South,16
14.90384579,male,23,South,12
4.677754879,female,50,South,12
2.864583254,male,54,South,12
26.92307663,male,53,South,18
8.850000381,female,48,South,12
6.75,male,49,South,12
14.58333302,male,40,South,11
15.38461494,female,45,South,13
9.615385056,male,30,South,12
33.65384674,male,48,West,16
41.95804214,male,47,West,18
31.80473328,male,31,West,16
7.884615421,male,25,West,13
14.42307663,male,40,West,13
16.23931694,female,38,West,16
6.923077106,male,30,West,12
15.38461494,male,31,West,12
32.96703339,male,39,West,19
13.15789509,male,51,West,12
14.84375,female,59,West,16
14.42307663,female,61,West,12
15.96153831,male,29,Midwest,14
13.46153831,male,25,Midwest,13
11.05769253,female,38,Midwest,13
9.346154213,male,41,Midwest,14
19.23077011,male,31,Midwest,13
20.83333397,male,52,Midwest,13
29.9145298,male,40,Midwest,16
15.86538506,female,46,Midwest,16
17.30769157,male,51,Midwest,18
5.882352829,female,44,South,12
7.918551922,male,45,South,12
16.92307663,female,54,Midwest,12
12.30769253,male,55,Midwest,12
20.96153831,male,36,Midwest,12
25.64102554,male,44,Midwest,13
4.437870026,male,43,Midwest,12
32.5,female,26,Midwest,16
16.82692337,male,48,Midwest,14
9.5,male,25,Midwest,6
57.69230652,male,39,Midwest,12
10,male,46,Midwest,12
15.38461494,male,40,Midwest,16
9.780220032,male,52,Midwest,13
10.57692337,female,51,Midwest,13
18.75,female,42,South,16
25,male,53,South,12
11.53846169,female,49,South,12
14.42307663,male,52,South,14
15.38461494,male,25,South,13
10,female,35,South,12
14.02243614,male,29,South,13
9.615385056,female,45,South,14
12.47401237,female,57,South,12
16.82692337,female,47,South,12
21.48227692,male,38,South,14
9.134614944,female,41,South,12
8.17307663,male,56,South,12
19.23077011,female,40,South,16
20.19230843,female,46,South,16
19.23077011,male,55,South,18
19.23077011,male,31,Northeast,12
17.13286781,male,33,Northeast,16
8.125,male,33,South,12
8.290864944,male,46,Northeast,12
21.36752129,male,48,Northeast,12
11.05769253,female,44,Northeast,12
19.23077011,female,55,South,13
14.42307663,female,49,South,13
17.8571434,male,55,South,12
8.316008568,male,45,South,19
18.79370689,male,62,South,11
14.42307663,female,60,South,12
40.86538315,male,49,South,13
18.26922989,male,51,South,16
16.34615326,female,41,South,13
33.65384674,male,58,South,12
12.01923084,female,25,South,16
12.01923084,male,24,South,13
11.1888113,male,39,South,16
21.63461494,female,63,South,13
17.09401703,male,26,South,16
16.34615326,female,25,South,16
20.19230843,male,59,Northeast,13
30.19230843,female,58,Northeast,12
46.15384674,male,38,Northeast,18
11.27450943,male,57,Midwest,13
6.923077106,male,22,Midwest,13
17.09401703,male,43,Midwest,12
13.73626328,male,25,Midwest,12
12.82051277,male,23,Midwest,16
35.7142868,male,42,Midwest,16
10,male,44,Midwest,12
24.03846169,female,26,Midwest,11
27.88461494,male,44,Midwest,18
17.78846169,female,43,Midwest,16
15.86538506,female,31,Midwest,11
13.73626328,male,29,Midwest,12
23.07692337,male,55,Midwest,14
20.96153831,male,36,Midwest,18
23.55769157,female,35,Midwest,16
12.82051277,male,49,Midwest,14
4.273504257,male,27,Midwest,19
35.25640869,female,50,West,16
21.56862831,male,33,Midwest,16
18.68131828,female,47,Midwest,14
16.58653831,male,46,Midwest,14
8.875740051,male,41,Midwest,12
19.23077011,female,40,Midwest,16
23.07692337,male,40,Midwest,12
20.67307663,male,36,South,14
7,female,46,South,12
33.42657471,female,38,Midwest,20
23.50427437,male,45,Midwest,12
13.94230747,female,27,Midwest,12
19.23077011,male,61,Midwest,13
14.23076916,male,38,Midwest,12
18.3150177,female,45,Midwest,12
25,female,56,Midwest,16
10.16025639,female,47,West,12
7.641025543,male,40,West,10
6.153846264,male,38,West,12
10.09615421,female,26,West,12
24.03846169,male,49,Midwest,13
14.42307663,female,46,Midwest,12
22.15719032,male,41,Midwest,13
18.75,female,37,Midwest,14
33.46154022,female,44,Midwest,16
21.72364616,male,46,Midwest,16
7.692307472,female,24,Midwest,12
12.98076916,male,25,Midwest,14
15.18218613,female,43,Midwest,16
22.83653831,male,41,Midwest,12
12,female,47,West,13
28.84615326,male,39,West,12
19.23077011,female,37,West,12
28.84615326,male,54,West,18
10.04807663,male,27,South,16
21.69625282,female,52,Northeast,16
14.61538506,female,37,Northeast,18
8.692307472,female,26,Northeast,13
13,male,39,Northeast,13
14.42307663,male,28,Northeast,13
28.84615326,male,33,West,16
40.86538315,female,34,Northeast,18
11.05769253,male,49,Northeast,16
28.84615326,male,38,Northeast,13
26.44230843,male,44,Northeast,12
26.44230843,female,26,Northeast,16
28.84615326,male,26,Northeast,13
13.46153831,male,38,Northeast,13
27.83400726,female,62,Northeast,18
32.69230652,male,31,Northeast,19
21.15384674,female,34,Northeast,18
26.92307663,male,48,Northeast,12
27.47252655,female,46,Northeast,12
10.625,male,22,Northeast,13
8.676922798,female,34,Northeast,12
12,male,42,Northeast,12
9.615385056,male,57,Northeast,18
36.05769348,male,60,Northeast,16
30.76922989,male,43,Northeast,16
21.97802162,female,30,Northeast,16
29.67033005,male,32,Northeast,16
12.63736248,male,26,West,12
8.17307663,female,24,West,12
17.78846169,male,47,West,6
31.25,male,44,Northeast,13
11.25,female,39,Northeast,12
7.142857075,female,37,Northeast,12
24.03846169,male,40,Northeast,12
23.07692337,male,64,Northeast,14
11.53846169,female,58,Northeast,13
19.23077011,male,34,Northeast,12
28.84615326,male,41,Northeast,13
14.42307663,female,36,Northeast,13
3.365384579,female,38,Northeast,12
38.46154022,female,39,Northeast,16
20.43269157,male,56,Northeast,13
15.86538506,male,55,Northeast,12
26.59340668,female,25,Northeast,18
4.006410122,male,49,Northeast,12
16.48351669,female,57,Northeast,16
22.11538506,male,51,Northeast,14
15.38461494,female,57,Northeast,12
3.846153736,female,34,Northeast,9
43.26922989,male,55,Northeast,13
19.23077011,male,45,South,12
6.528846264,female,46,South,13
11.53846169,male,34,South,12
40,male,61,South,16
8.17307663,female,43,Midwest,12
6.410256386,male,37,Midwest,12
15.73426533,female,50,Midwest,12
12.01923084,male,52,Midwest,13
6.581196785,male,38,Midwest,12
11.53846169,male,24,Midwest,14
29.32692337,female,53,Midwest,14
47.77596283,male,48,Midwest,16
17.48251724,female,58,Midwest,12
16.82692337,male,59,Midwest,12
50.854702,female,50,Midwest,16
8.17307663,female,22,Midwest,13
16.82692337,male,40,Midwest,10
24.88687706,male,34,Midwest,12
24.4755249,female,36,Midwest,18
23.84615326,male,34,Midwest,13
20.97902107,male,58,Midwest,12
18.05555534,male,35,Midwest,13
14.42307663,female,34,Midwest,12
23.55769157,female,45,Midwest,18
45.67307663,male,38,Midwest,13
25,male,30,Midwest,16
24.03846169,male,41,Midwest,12
23.07692337,female,57,Midwest,12
8.653845787,female,50,Midwest,9
13.94230747,male,62,Midwest,10
9.134614944,female,59,Midwest,10
19.23077011,female,26,Midwest,18
16.82692337,male,27,Midwest,14
9.890110016,male,51,Midwest,12
11.25,male,27,Midwest,12
7.932692528,male,22,Midwest,12
17.30769157,male,50,Midwest,14
5.769230843,female,43,Midwest,12
9.615385056,female,53,South,12
11.05769253,female,38,South,12
9.615385056,female,45,South,12
11.05769253,female,28,South,13
20.89377213,female,49,South,14
24.03846169,male,32,South,18
19.64882851,male,45,West,12
8.653845787,female,46,West,12
2.492307663,female,21,West,12
23.66863823,male,54,West,13
12.82051277,female,51,West,13
48.07692337,male,47,West,18
9.375480652,male,59,Northeast,12
11.25,female,31,Northeast,12
9.615385056,female,40,Northeast,13
9.42307663,male,21,Northeast,12
6.538461685,female,44,Northeast,12
32.69230652,male,64,Northeast,13
16.82692337,male,58,Northeast,12
9.615385056,female,57,Northeast,12
7.25,female,59,Northeast,13
5.769230843,male,43,Northeast,10
21.15384674,male,49,Northeast,16
15.86538506,male,26,Northeast,16
12.01923084,female,50,Northeast,12
15.38461494,female,24,Northeast,13
11.05769253,female,62,Northeast,13
8.894230843,male,33,Northeast,10
34.3406601,male,47,Northeast,12
21.91413307,male,39,Northeast,18
8.17307663,male,37,Northeast,13
8.605769157,female,50,Northeast,12
26.44230843,male,50,Northeast,12
17.30769157,male,54,Northeast,12
25.64102554,female,44,Northeast,12
15.38461494,male,41,Northeast,12
27.77777863,male,53,Northeast,14
16,female,37,South,12
16.19433212,male,40,South,12
17.69230843,female,60,South,12
14.61538506,female,24,South,12
26.44230843,female,46,South,14
12,male,23,South,9
24.82517433,male,57,South,16
17.62820435,female,55,South,16
14.9572649,male,35,South,12
16.82692337,male,36,South,10
12.01923084,female,46,South,12
14.42307663,male,59,South,12
15.38461494,male,54,Midwest,13
8.547008514,male,55,Midwest,12
12.98076916,female,49,Midwest,14
6.971153736,female,52,Midwest,12
26.15384674,male,51,Midwest,13
14.86013985,male,30,Midwest,16
6.346153736,female,25,Midwest,16
16.82692337,male,25,Midwest,16
19.48380661,female,32,Northeast,19
21.49038506,male,26,South,12
13.31360912,male,57,South,12
14.42307663,female,56,South,14
9.001636505,male,41,South,12
7.352941036,male,38,South,12
36.05769348,female,43,South,16
10,female,38,South,13
14.42307663,male,37,South,13
38.46154022,male,62,South,13
24.03846169,male,37,South,14
14.86013985,female,33,South,14
9.615385056,female,23,South,13
8.333333015,female,40,South,16
12.98076916,male,30,South,13
25.64102554,male,27,South,16
9.615385056,female,27,South,16
